sep=,
Text,Date,LikesCount,RepostCount,URLs
"10 косаток и 87 белух сейчас заперты в вольерах бухты «Средняя» — частные компании изначально планировали экспортировать их в Китай, но благодаря протестам экологов, учёных, общественных деятелей и неравнодушных людей этот процесс удалось приостановить ????????????  Мы боремся за освобождение косаток, но пока они замерзают в ""китовой тюрьме"". Ситуация критическая, потому что животные слишком долго находятся в неволе и очень ослаблены. ??  Прямо сейчас дикие косатки замерзают в тесных вольерах. Поддержите сбор средств на тепловые пушки, помогите спасти замерзающих косаток! ???? https://join.greenpeace.ru/act/whales/dp_whales.php?iAppealID=4679&utm_source=vk&utm_medium=social&utm_campaign=orcas&utm_content=kirill",25 02 2019 13:58:05,392,93,https://pp.userapi.com/c845018/v845018454/1ae6f7/H20-jdNj20Y.jpg
"Пластиковый мусор как граната. Как только вы его выбрасываете, он начинает убивать. Остановите войну, откажитесь от ненужного пластика.   Если вы только в начале пути, вам поможет наш чек-лист осознанных покупок: https://act.gp/vk_0225-Weapon",25 02 2019 11:57:00,706,116,https://pp.userapi.com/c850236/v850236799/f39ae/CVd3qwAN93E.jpg
Владимир Путин поручил чиновникам совместно с научными и общественными организациями решить судьбу косаток до 1 марта.  Работаем!,23 02 2019 17:00:07,490,40,
"Роспотребнадзор ослабил нормы содержания в воздухе вредных веществ, включая формальдегид, фенол, диоксид азота и метилмеркаптан и других опасных соединений.  Например, нынешняя предельно допустимая концентрация метилмеркаптана в воздухе в 667 раз превышает норматив 1999 года.  Фенол, формальдегид, метилмеркаптан — яды, постоянное вдыхание которых увеличивает интоксикацию организма и способствует снижению иммунитета.  Новые гигиенические нормы, конечно, улучшают статистику — теперь она показывает, что меньше городов подвержены риску повышенной концентрации канцерогенных веществ. Но в то же время они не только не решат уже существующую проблему, но и позволят предприятиям увеличить объём выбросов.   Чтобы призвать Роспотребнадзор к ответу, мы просим вас отправить обращение через специальную форму на сайте Правительства Российской Федерации: http://services.government.ru/letters/form/  Специально для вас мы написали шаблон текста обращения, который можно скопировать по следующей ссылке и отредактировать по своему усмотрению: https://act.gp/pismo_shablon  А после заполнения формы обязательно поделитесь этой записью с друзьями.  Мы считаем, что бороться с загрязнением воздуха необходимо не ослаблением нормативов, а борьбой с источниками вредных выбросов.",23 02 2019 12:00:06,3947,1400,https://pp.userapi.com/c846524/v846524937/1aef16/cJN1aVprMsA.jpg
"Greenpeace стало известно, что из бухты Средней под Находкой, где незаконно содержатся 11 косаток и 87 белух, исчезла одна косатка. Компании, удерживающие там животных, обратились в полицию Находки с заявлением о пропаже животного.",23 02 2019 9:00:04,154,14,
"19 февраля прошёл Всемирный день китов. Несмотря на то, что праздник такой есть, Россия — единственная страна в мире, в которой выдаются разрешения на вылов косаток. 10 косаток и 87 белух сейчас томятся в китовой тюрьме в бухте Средней в Приморском крае. Ночью они замерзают в тесных вольерах.  Мы хотим, чтобы косатки и белухи попали на свободу здоровыми. Оборудование для отопления вольеров позволит животным выжить в зимних условиях до момента, когда их освободят. Три тепловые пушки, генератор, кабели и установка стоят около миллиона рублей. Помогите собрать нужную сумму на оборудование — оформите пожертвование: https://bit.ly/2SjBI30  Чем раньше косатки будут согреты, тем больше шансов, что они доживут до лета.",22 02 2019 15:00:18,596,81,https://pp.userapi.com/c540100/v540100727/601ee/1v0_1lOv-5s.jpg
"«В стране отсутствует цивилизованная отрасль переработки мусора, а приоритеты госполитики перевернуты с ног на голову», — заявил заместитель председателя СПЧ Евгений Бобров на встрече с жителями и руководителями посёлка Урдома. После слов о том, что территория не предназначена для захоронения мусора, жители начали аплодировать.  Продолжаем следить за ситуацией в Шиесе: https://7x7-journal.ru/item/117642",22 02 2019 10:30:04,238,26,
"""Мох и нефть"" — это черно-белые фото, выдержанные перед проявкой в нефтесодержащей жидкости. Проект [id1702490|Игоря Терешкова] о том, как нефть уничтожает природу.   Присоединяйтесь к волонтерской группе [club145911756|НеЗаливайМнеТут] и делитесь этим постом.",22 02 2019 7:00:10,192,32,
"Нам нужны ваши вопросы!??  Загрязнение воздуха — тема для многих неизведанная, и чем больше мы о ней рассказываем — тем больше получаем вопросов.  «Какое безопасное расстояние от загрязнителей?», «Откуда берётся статистика смертности от загрязнения воздуха?» — лишь малая часть того, что мы слышим каждый день.   Какие ещё вопросы о загрязнении воздуха вас интересуют? Задавайте их в комментариях, а мы ответим.  Сделаем эту тему прозрачной. Как воздух.?",21 02 2019 17:00:03,175,37,https://pp.userapi.com/c850224/v850224219/ebfe7/q_XY7wTq2m4.jpg
"Помочь планете?? и разгрузить свалки можно одним решением – не выбрасывать мусор, а сдавать его на переработку??. Это стало ещё проще с обновлённой картой Recycle Map. Найди пункт приёма вторсырья рядом со своим домом и начни сортировать отходы.",21 02 2019 15:00:14,177,47,https://pp.userapi.com/c851132/v851132539/c4bda/8wu_KTlxpP4.jpg
"Случай с [club19098821|Пятёрочкой] — самый массовый за последнее время (больше тысячи гневных комментариев!), но не единственный и точно — не последний. Рассказываем, почему «наезд» на [club19098821|Пятёрочку] — это только начало: https://act.gp/5ka-blog-vk",21 02 2019 10:00:13,357,21,https://pp.userapi.com/c846521/v846521245/1a7126/OCSSwRHBa58.jpg
?? В ежегодном послании Федеральному Собранию Владимир Путин упомянул проблемы заповедных территорий России. И потребовал не допустить их изъятия.   Читайте подробности: https://act.gp/vk-president210219,21 02 2019 7:00:11,121,7,
"Минэкономразвития против Байкала и вулканов Камчатки.   Читайте мнение эксперта, как законопроект может лишить нас объектов Всемирного наследия ЮНЕСКО: https://act.gp/vk-mineco200219",20 02 2019 15:00:15,141,32,
"???? Владивосток, с 1 по 3 марта приходите на тренинг для добровольных лесных пожарных.    Вы узнаете:  ? как каждый из нас может уменьшить число пожаров на природных территориях;  ? как защитить от огня свой посёлок;  ? как правильно действовать, если видишь пожар или чувствуешь сильный запах дыма.    ? А ещё на практике научитесь обнаруживать и тушить пожары.    Занятия проводят квалифицированные инструкторы с многолетним опытом тушения лесных, торфяных и тростниковых пожаров.    ?? Участие бесплатное, количество мест ограничено. Заполните заявку: https://act.gp/Vladivostok010319    Адрес пришлём на email после регистрации.",20 02 2019 13:00:12,115,8,
"?? Сегодня последний день, чтобы проголосовать против разрушения наиболее ценных уголков дикой природы, потому что завтра завершится стадия общественного обсуждения законопроекта. ?  ? ? ? ? ? ? ? ?? ? ? ? ?  ???? Помогите нам защитить особо охраняемые природные территории и их обитателей:  1. Зарегистрируйтесь на сайте http://regulation.gov.ru/  2. Зайдите на страницу проекта https://regulation.gov.ru/projects#npa=87980  3. Нажмите на красную кнопку с опущенным пальцем.  ? ? ? ? ? ? ?? ? ? ? ?  Отметьте в комментариях тех, кому эта тема может быть небезразлична, отправьте им этот пост, поделитесь им у себя в социальных сетях. ?  #СпаситеОтРаспила",20 02 2019 11:00:15,466,121,https://pp.userapi.com/c540100/v540100142/54799/Z8N91xgCy44.jpg https://pp.userapi.com/c540100/v540100878/6027a/GCnVGzqWd24.jpg https://pp.userapi.com/c847221/v847221043/19b05c/5Z3iHE-alcQ.jpg https://pp.userapi.com/c540100/v540100981/5ee32/UE5D6Zeb2To.jpg
"Недавно мы обновили recyclemap: https://beta.recyclemap.ru. Карта подскажет ближайший пункт приёма и построит до него пеший маршрут. Чтобы сдать несколько видов вторсырья в одном месте, их нужно отметить в фильтре, и сервис покажет доступные варианты.    Recyclemap помогает жителям 69 городов России сдавать в переработку пластик, стекло, бумагу, металл, тетрапак и другие отходы. Этот ресурс создают волонтёры, любой желающий может добавить новую точку, и после проверки модератором она появится на карте.    Сейчас мы обновляем админку, чтобы волонтёрам было удобно работать с картой. Это позволит быстрее вносить изменения в существующие пункты и наносить новые. Поддержите нашу работу, чтобы вторсырьё отправлялось в переработку, а не на свалку: https://act.gp/help-recyclemap-vk",20 02 2019 9:09:08,127,27,
"? Через многие ООПТ проходят дороги. Сейчас территории, занятые ими, нельзя расширить или использовать для других целей.   ? Если будет принят законопроект, разработанный Минэкономразвития, из границ ООПТ будут вырезаны не только сами дороги, но и полосы отвода. А это 50 метров с каждой стороны.   ?? В полосе отвода автодороги можно будет строить АЗС, торговые центры и тому подобные вещи, никак не связанные с охраной природы. Администрации ООПТ не смогут повлиять на это.  ?? У заповедников и нацпарков не будет возможности и полномочий оборудовать переходы для животных и влиять на организацию дорожного движения. А это значит, что животные не смогут безопасно пересекать дороги и будут массово гибнуть под колёсами.  А ещё единый природный комплекс парка превратится в отдельные небольшие островки, которые быстро утратят свою ценность.  ?? Помогите это предотвратить! Проголосуйте против законопроекта:  1. Зарегистрируйтесь на сайте http://regulation.gov.ru/  2. Зайдите на страницу проекта: https://regulation.gov.ru/projects#npa=87980  3. Нажмите на красную кнопку с опущенным пальцем.   #СпаситеОтРаспила",20 02 2019 7:00:10,276,74,https://pp.userapi.com/c540100/v540100981/5ee32/UE5D6Zeb2To.jpg
"??????У нас есть официальное предложение для главы Минприроды и губернатора Приморского края: российское отделение Greenpeace готово за свой счёт организовать отопление вольеров в китовой тюрьме. Мы хотим сохранить жизнь и здоровье косаток, пока их не выпустят на свободу.  Надеемся, наше предложение будет принято.",19 02 2019 15:30:02,343,34,
"Отмечаем Международный день китов пикетом в защиту косаток, застрявших в китовой тюрьме под Находкой.",19 02 2019 11:11:50,552,32,https://pp.userapi.com/c852020/v852020556/c003e/0A5gDhgDT3w.jpg https://pp.userapi.com/c852020/v852020556/c0047/qv3ajkvulUc.jpg https://pp.userapi.com/c852020/v852020556/c0050/UZHgBIefvX4.jpg https://pp.userapi.com/c852020/v852020556/c0059/kFQX0vJTDDU.jpg
"Сегодня Всемирный день китов и дельфинов?????? 11 косаток и 87 белух отмечают этот праздник в китовой тюрьме под Находкой. Они находятся там больше 4-х месяцев, а некоторые особи больше полугода. ??Уже более 100 000 человек потребовали их освободить. Нас слышат, но нужно усилить давление! Пожалуйста, подпишите петицию????https://bit.ly/2GyJLYl",19 02 2019 9:00:14,960,204,https://pp.userapi.com/c540100/v540100578/57460/D5Au2tl4HuE.jpg
"?? Законопроект об отмене категорий земель опасен не только для заповедников. Городские парки и ботанические сады тоже в опасности.  ?? Поставьте дислайк законопроекту прямо сейчас:  1. Зарегистрируйтесь на сайте http://regulation.gov.ru/  2. Зайдите на страницу проекта: https://regulation.gov.ru/projects#npa=87980  3. Нажмите на красную кнопку с опущенным пальцем. ?   ?? Городские ООПТ очищают воздух, защищают людей от воздействия промышленных выбросов и транспорта. Лишённые статуса ООПТ, эти уникальные территории будут заброшены или застроены. Мы потеряем большие и очень важные для жизни людей и города зелёные зоны.    ?? У нас ещё есть время чтобы показать чиновникам, что городские жители против уничтожения их уникальных природных территорий. Подробности: https://act.gp/vk-urbanoopt1902",19 02 2019 7:00:07,126,37,
"?? У нас с вами осталось только 2 дня, чтобы проголосовать против законопроекта, угрожающего заповедникам и нацпаркам России и блокирующего лесное фермерство. ?  ? ? ? ? ? ? ? ?? ? ? ? ?  ?? Инструкция, как это сделать:  1. Зарегистрируйтесь на сайте http://regulation.gov.ru/  2. Зайдите на страницу проекта: https://regulation.gov.ru/projects#npa=87980  3. Нажмите на красную кнопку с опущенным пальцем. ?   ? ?? ? ? ? ?  ?? На днях свой первый публичный комментарий по этому поводу дал Максим Орешкин, министр экономического развития РФ. Он написал, что ситуацию с лесами на сельхозземлях они не ухудшают, так как такие участки включаются в лесную зону. ?  ? ? ? ? ? ? ? ?? ? ? ? ?  ??? Переводим: «У собственников отнимут заросшие лесом сельхозземли в пользу государства». Чтобы не потерять свои участки, они будут вынуждены вырубать и поджигать лес, ведь это самый лёгкий способ расчистки. Огонь уничтожит «незаконный» лес и перекинется на соседние территории. Так часто начинаются катастрофические лесные и торфяные пожары.    ? Перевод лесов на сельхозземлях в зону лесного фонда не может быть единственно возможным решением проблемы. Нужны четкие и понятные правила, как можно пользоваться лесами в зоне сельхозназначения. А сейчас окончательно блокируется возможность заниматься лесным фермерством, которое бы создало новые рабочие места в деревнях. ?   ???? Читайте подробный разбор этого комментария от нашего эксперта: https://act.gp/vk-oreshkin180219    ?????+ Кстати, на вопрос о том, зачем пилить заповедники и нацпарки на части, министр нам не ответил. ?   #СпаситеОтРаспила",18 02 2019 15:00:17,206,66,
"Госдума в первом чтении одобрила законопроект о штрафах за ложь в актах лесопатологического обследования, на основании которых назначаются рубки. Подробности: https://vk.cc/93ZWpU",18 02 2019 13:11:18,144,14,
"В прошлом году волонтеры из [club145911756|#НеЗаливайМнеТут|#StopOilSpills] стали частью международного движения Break Free From Fossil Fuels.   ?? По всему миру люди чувствуют последствия загрязнения воды и воздуха ископаемым топливом. Мы объединились, чтобы освободиться от угля и нефти!",18 02 2019 11:39:50,162,26,https://pp.userapi.com/c851032/v851032613/bc785/KaI9xojsxXg.jpg
Белые мишки не виноваты! О ситуации с нашествием медведей на Новой Земле в милых картинках:,18 02 2019 9:18:00,229,30,
"Худший день рождения — это не тот, на который вы пригласили друзей, и никто не пришел. Вот инструкция получше от [club19098821|Пятёрочки] :    1. Приготовить гостям подарки заранее. Сделать их пригодными только для свалки: из материалов, которые нельзя переработать или использовать повторно. Плохо пошутить про изменение климата, выпустить открытки с орфографическими ошибками.   2. Хайпануть на теме «иглы одобрения» и провалиться, использовать в визуальном ряду женщину в красном, одноразовый пакет, поставить хештег #можешьсебепозволить   3. Получить больше тысячи негативных комментариев и отвечать на все по шаблону. На остальные — просто не отвечать.   4. Твердить при этом, что компания сидит на «игле общественного одобрения» с 1999 года и заботится о покупателях.   5. Когда тема дойдёт до СМИ, просто удалить плохую статью про себя и взамен поставить несколько одинаковых хороших.   Для нас это история о ста тоннах мусора, которого просто могло бы не быть ????",17 02 2019 14:36:04,370,44,
"Дмитрий Медведев поддержал идею разработки нового Лесного кодекса РФ. Председатель правительства считает, что решить накопившиеся проблемы поможет лишь «лесная революция». И электронная маркировка брёвен.    Мы считаем эту идею опасной и едва выполнимой. Читайте, почему: https://act.gp/vk-medvedev150219",17 02 2019 12:00:02,151,20,
"Сегодня в Москве прошел пикет за освобождение косаток и белух из ""Китовой тюрьмы"". ??  Благодарим всех организаторов и участников! Было здорово увидеть, что нас много, познакомиться и пообщаться. ?  Продолжаем следить за ситуацией, пока животные не будут выпущены!",16 02 2019 16:45:10,636,39,https://pp.userapi.com/c845522/v845522425/1a3d06/p8s-iFJfL_E.jpg https://pp.userapi.com/c845522/v845522425/1a3d17/Pz8EbUKeG9Y.jpg
"В [club122037877|Лектории ВДНХ] наша коллега Ирина Козловских рассказала, как каждый из нас может снизить количество мусора и замедлить рост свалок.    Многие интересуются, как сортировать мусор, как отказаться от лишних вещей, и как перестать использовать одноразовые пакеты, заменив из многоразовыми. Можно ли сделать так, чтобы в мусорном ведре ничего не оставалось? На эти нелегкие вопросы есть ответы.   Ирина разложила всё по полочкам и рассказала, с чего начать и на какие перемены можно решиться сразу же. Сама она выбрасывает меньше килограмма мусора в год.",16 02 2019 9:41:00,310,76,
"????Сегодня, с 13:00 до 16:00. Москва, площадь Яузских Ворот.   Ждём вас на пикете в защиту косаток и белух, застрявших в китовой тюрьме под Находкой.  Пикет согласован. Подробнее: https://vk.com/greenpeace_ru?w=wall-66871_170119",16 02 2019 7:12:55,182,6,https://pp.userapi.com/c845522/v845522353/1a4652/4ZuyXs1KwuQ.jpg
"Мы подготовили карту, иллюстрирующую возможные последствия законопроекта, угрожающего заповедным территориям России. На ней красным отметили те участки федеральных ООПТ, которые планируют вырезать из границ.   Например, Лосиный остров может потерять половину своей территории. Приближайте и смотрите:  https://act.gp/map_federaloopt    Осталось 5 дней, чтобы сохранить наиболее ценные уголки дикой природы:  1. Зарегистрируйтесь на сайте http://regulation.gov.ru/ 2. Зайдите на страницу проекта https://regulation.gov.ru/projects#npa=87980 3. Нажмите на красную кнопку с опущенным пальцем.  ?? Поделитесь этим постом.  #спаситеотраспила",15 02 2019 16:00:27,249,69,https://pp.userapi.com/c540100/v540100242/58040/4rl7wE20HMw.jpg
"Вышла новая, удобная, мобильная версия карты recyclemap. Здесь можно найти пункты приёма вторсырья, чтобы отправить раздельно собранные отходы на переработку, а не на свалку.   Пользуйтесь? https://beta.recyclemap.ru/",15 02 2019 14:03:02,312,69,https://pp.userapi.com/c850224/v850224870/dcdc1/V2lcitemeMI.jpg
"Уже завтра!   ??Приходите на пикет в защиту косаток и белух, застрявших в китовой тюрьме под Находкой.??   Несмотря на обнадёживающие заявления властей, решения об освобождении животных, а также принятого плана их реабилитации до сих пор нет??    Пикет согласован. Подробнее: https://vk.com/greenpeace_ru?w=wall-66871_170119",15 02 2019 12:00:07,217,23,https://pp.userapi.com/c846417/v846417444/19b4bb/s37gR4jywIQ.jpg
"Хотите узнать, как космические снимки помогают охранять природу? Или может у вас есть свой проект, которому необходима карта, но вы не умеете работать со спутниками?  Приходите на лекцию и узнаете, как помогать природе, сидя за своим компьютером. Геоинформационные системы — это что-то среднее между наукой и искусством, увлекательно и красиво. Специалисты Greenpeace расскажут о своей работе и о том, как более эффективно решать природоохранные проблемы с помощью ГИС.  Москва / 16 февраля / 10:00 / библиотека культурного центра ЗИЛ Ссылка: http://zilcc.ru/studio/biblioteka/",15 02 2019 9:00:12,58,5,https://pp.userapi.com/c540100/v540100618/5fc79/WSU_40JXy_c.jpg
"?? Вы можете защитить природный парк «Нумто»!   В чем суть?   «Сургутнефтегаз» хочет пробурить там три нефтяные скважины. По закону это можно сделать только после проведения общественных слушаний.   24 января слушания состоялись. Но из 200 жителей деревни Нумто на них были всего четверо. Многие узнали о слушаниях только после их проведения. Такие проблемы с информированием повторяются из года в год.   ?? Что можно сделать?   По закону до 24 февраля вы можете направить замечания и предложения по поводу бурения. Прочитайте на сайте, как это сделать правильно, отправьте обращение и поделитесь с друзьями. https://greenpeace.ru/news/2019/02/14/novaja-vozmozhnost-zashhitit-prirodnyj-park-numto/?utm_source=vk&utm_medium=social&utm_campaign=pipelines&utm_content=numto1502",15 02 2019 6:05:09,303,86,https://pp.userapi.com/c540100/v540100239/59e46/f8b9Xo4_v6Q.jpg
"?? Осталось 6 дней, чтобы сохранить дикую природу России. 3097 человек уже проголосовали против распила заповедников и нацпарков.   Пока не стало слишком поздно:  1. Зарегистрируйтесь на сайте http://regulation.gov.ru/ 2. Зайдите на страницу проекта https://regulation.gov.ru/projects#npa=87980 3. Нажмите на красную кнопку с опущенным пальцем.  ?? Поделитесь этим постом.  #спаситеотраспила",14 02 2019 13:05:05,558,152,https://pp.userapi.com/c540100/v540100372/7c109/nPHi4l5sA-k.jpg
"В этот особенный день у нас есть подарок для всех влюблённых в природу: новая, удобная и мобильная версия карты recyclemap. Здесь можно найти пункты приёма вторсырья ?   Расскажите, а что вы делаете из любви к природе ? ??  https://beta.recyclemap.ru/",14 02 2019 9:58:00,506,74,https://pp.userapi.com/c845018/v845018331/19e8c3/scDUB5u66pg.jpg https://pp.userapi.com/c845018/v845018331/19e8a3/e6GrZ0K7wVw.jpg https://pp.userapi.com/c845018/v845018331/19e89b/DSDbRNvebH8.jpg https://pp.userapi.com/c845018/v845018331/19e8b3/hzsA3fI1lbU.jpg https://pp.userapi.com/c845018/v845018331/19e8bb/cP_A0QpKxeQ.jpg https://pp.userapi.com/c845018/v845018331/19e8cb/giA-KYshi-s.jpg https://pp.userapi.com/c845018/v845018331/19e8ea/wpCSOsFmOwY.jpg https://pp.userapi.com/c845018/v845018331/19e8f2/SzG-XKhfH3A.jpg
"В районе посёлка Белушья Губа на Новой Земле случилось нашествие белых медведей.    Главная причина — изменение климата: из-за глобального потепления в Арктике становится всё меньше льда, медведям становится всё труднее охотиться.   Давайте спасём их, ведь они точно ни в чём не виноваты: каждый из нас может изменить свои привычки, чтобы сдержать изменение климата. Если мы не сделаем этого, нашу планету ждут страшные катаклизмы, а белые медведи лишатся дома и вымрут прямо на наших глазах.",14 02 2019 6:31:00,653,133,
"? 260 000 гектаров новых лесов высадили фермеры на своих сельхозземлях в Европе за шесть лет, с 2007 по 2013 год. Европейский союз выделил 156 млрд рублей на эту программу.   ? 34 000 000 гектаров новых лесов было посажено в Китае за последние семь лет. А вложения за последние пять лет составили 5,2 триллионов рублей, это больше двух бюджетов Москвы.   А что в России?  ? 300 000 гектаров защитных лесных насаждений на сельхозземлях потеряно за последние 10 лет в результате рубок, пожаров и естественного отпада.    ? На сегодняшний день потеряно 2 500 000 гектаров полезащитных лесополос. Это половина от всего посаженного за всю историю нашего защитного лесоразведения.   ? Сейчас государство борется с новым лесом на сельхозземлях, штрафует собственников, принуждает либо избавляться от леса, либо от земли. 478,9 млн рублей — сумма наложенных штрафов за зарастание участков за 2016 год.   ? У людей должно быть право выращивать лес на своей земле! Это позволит развивать полноценное лесное фермерство, создаст рабочие места в деревнях и сохранит от вырубки ценные дикие леса. В декабре был сделан первый шаг в этом направлении: в Лесном кодексе появилась статья 123 о лесах на сельхозземлях. Теперь Минэкономразвития хочет это отменить.   ?? До 21 февраля проголосуйте против законопроекта, уничтожающего возможность выращивать лес на сельхозземле:   1. Зарегистрируйтесь на сайте http://regulation.gov.ru/ 2. Зайдите на страницу проекта https://regulation.gov.ru/projects#npa=87980 3. Нажмите на красную кнопку с опущенным пальцем.",13 02 2019 16:31:36,520,142,https://pp.userapi.com/c540100/v540100112/486de/WwNcRfHCNB0.jpg
"Москва, в эту субботу 16 февраля приходите на пикет в защиту косаток?? в Приморье! Пикет согласован.   Уже больше четырех месяцев 11 косаток и 87 белух находятся в китовой тюрьме под Находкой. Их выловили незаконно, а теперь не могут выпустить из-за бюрократии. С приходом холодов вольеры стали замерзать, и мы беспокоимся о здоровье животных.   Приходите в субботу с 13:00 до 16:00 на площадь Яузских ворот, приносите плакаты – пусть чиновники видят, что людям не всё равно. Обязательно возьмите с собой паспорт и оденьтесь по погоде ??   Адрес: 15 минут пешком от метро Китай-город или Таганская, Площадь Яузские ворота (напротив памятника «Пограничникам отечества»)   Ставьте ""+"" в комментариях, если собираетесь прийти.",13 02 2019 12:30:19,635,163,https://pp.userapi.com/c845220/v845220694/1ac6cb/Sd2Y4_gBLsQ.jpg
"50 миллионов дополнительных неперерабатываемых пластиковых упаковок раздаст [club19098821|Пятёрочка] покупателям в честь своего 20-летия.   50 миллионов ?? ?? ?? Это 100 тонн пластика и бумаги, которые обречены стать мусором.   20 лет эта торговая сеть поставляла мусор на российские свалки, но решила, что этого недостаточно. Мы возмущены, ну нельзя же так!   70% содержимого мусорного ведра — это упаковка и одноразовые вещи. Видимо, [club19098821|Пятёрочка] решила, что этого мало, и выбрала для упаковки купонов и стикеров блестящий или так называемый фольгированный пластик. Такой пластик не берут на переработку, и покупатели, даже если захотят, не смогут его грамотно утилизировать.   117 тысяч обращений получило руководство [club19098821|Пятёрочки] , где наши сторонники призывали их пересмотреть свою упаковочную политику. А за прошедшие сутки её посты в соцсетях собрали почти тысячу гневных комментариев с призывами отказаться от лишнего пластика. И тишина ??  Продолжаем повторять: «Пакет не нужен». Присоединяйтесь к нашему манифесту осознанных покупок: https://act.gp/vk-0213-Banthebag",13 02 2019 9:01:00,1490,276,https://pp.userapi.com/c851036/v851036231/b5617/ajB-lYr0ETE.jpg
"Хотите узнать, как космические снимки помогают охранять природу? Или может у вас есть свой проект, которому необходима карта, но вы не умеете работать со спутниками?  Приходите на нашу лекцию и узнаете, как помогать природе, сидя за своим компьютером. Геоинформационные системы - это что-то среднее между наукой и искусством, увлекательно и красиво. Специалисты Greenpeace расскажут о своей работе и о том, как более эффективно решать природоохранные проблемы с помощью ГИС.  Москва / 16 февраля / 10:00 / библиотека культурного центра ЗИЛ Ссылка: http://zilcc.ru/studio/biblioteka/",13 02 2019 7:23:49,62,2,
"?? Наша страна отличается удивительной природой. Поэтому мы решили в серии постов рассказать и показать места, существующие благодаря Гринпис и вам, нашим сторонникам.   ?? Начнём с Девственных лесов Коми. После прочтения поделитесь, пожалуйста, своим впечатлением!",12 02 2019 16:00:13,389,49,
"Мы до последнего ничего не хотели писать про иглу одобрения, но не смогли пройти мимо этой публикации??   [club19098821|Пятёрочка], вы уверены, что одноразовые пластиковые пакеты достойны одобрения? Те самые, которые сразу после использования попадают на свалку, загрязняют природу и становятся причиной гибели животных?    Ждём, когда «Пятёрочка» исправится и заявит о расширении ассортимента товаров, которые можно купить на развес в свою тару, и сократит количество лишней упаковки на полках магазинов.    Призываем всех высказаться в комментариях к этому посту ???? https://vk.cc/91mYEX и рассказать «Пятёрочке» о том, что она может себе позволить отказаться от лишнего пластика и упаковки.",12 02 2019 13:27:00,338,29,
"Недавно мы обращались в Минэкономразвития с разъяснением о том, как опасен законопроект о категориях земель, предусматривающий исключение из границ любых ООПТ населённых пунктов, дорог, линий электропередач и сельскохозяйственных угодий.   Нам ответили письмом с грифом «для служебного пользования». Зачем он стоит на документе о публично опубликованном законопроекте — непонятно. Единственное объяснение, которое приходит в голову — чиновники Минэкономразвития боятся, что их идеи вызовут справедливый гнев граждан, которые не раз доказывали, что им небезразлична судьба заповедной системы.  Разобрали аргументацию чиновников и возможные последствия: https://act.gp/vk-otvetmineko120219",12 02 2019 11:07:24,102,16,
