;Unnamed: 0;Dominant_Topic;Keywords;Text;CommunityName;Community;TopicName
421;421;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;О лицензировании деятельности по сбору транспортированию обработке утилизации обезвреживанию размещению отходов - классов опасности Проект приказа Росприроднадзора «Об утверждении Административного регламента Федеральной службы по надзору в сфере природопользования по предоставлению государственной услуги по лицензированию деятельности по сбору транспортированию обработке утилизации обезвреживанию размещению отходов - классов опасности» Документ разработан в целях установления сроков и последовательности административных процедур (действий) Росприроднадзора осуществляемых при предоставлении государственной услуги по лицензированию деятельности по сбору транспортированию обработке утилизации обезвреживанию размещению отходов - классов опасности в соответствии с Федеральным законом от  № -ФЗ «О лицензировании отдельных видов деятельности» и постановления Правительства Российской Федерации от  №  «О лицензировании деятельности по сбору транспортированию обработке утилизации обезвреживанию размещению отходов - классов опасности» --;ecoindustryru;1;Новости,обращения,ответы правительства
422;422;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;Информация о приеме отчетности за  год по форме -ТП (воздух) -ТП (отходы) -ТП (рекультивация) МСП Нормативные документы а также сроки предоставления отчетов размещены в «Личном кабинете природопользователя» по адресу  Для входа в «Личный кабинете природопользователя» необходима учетная запись Единой системы идентификации и аутентификации (ЕСИА) Для регистрации учетной записи в ЕСИА пройдите по ссылке  либо воспользуйтесь имеющейся учетной записью портала Госуслуги () При формировании отчетности Управление рекомендует использовать «Личный кабинет природопользователя» размещенный по адресу  либо «Модуль природопользователя» (Бесплатное средство подготовки отчетности природопользователя) Текущая версия «Модуля природопользователя»  от  (скачать можно на сайте ) Видеоинструкции по формированию отетности размещены на сайте Росприроднадзора по адресу  Отчет по форме -ТП (воздух) за  год предоставляется в территориальные органы Росприроднадзора до  января  года На текущий момент в «Личном кабинете природопользователя» реализована техническая возможность формирования и отправки отчета по форме -ТП (воздух) -;ecoindustryru;1;Новости,обращения,ответы правительства
423;423;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Бесплатное приложение к журналу «Экология производства» Брошюра «ПЭК как отчитаться» Уважаемые коллеги Мы рады приветствовать вас в новом  году Завершился год перемен и ожиданий Впереди нас ждет много работы необходимо быстро а главное без ошибок войти в режим работы по новым требованиям природоохранного законодательства Первый выпуск этого года – особенный вместе с журналом мы подготовили брошюру «ПЭК как отчитаться» Готовить январский выпуск всегда затруднительно поскольку как известно нормотворческая деятельность с приближением новогодних каникул активизируется с небывалой скоростью и силой Чтобы не вводить в заблуждение и не дезинформировать наших дорогих читателей мы не стали спешить с перечнем нормативных правовых актов утвержденных в декабре  года Обзор готовящихся изменений и нововведений природоохранного законодательства подготовил ваш коллега посетивший  Экологический форум Обращаем ваше внимание на то что все материалы опубликованные в январском выпуске актуальны на момент выхода номера из печати Приближающаяся пора отчетности не заставит себя долго ждать поэтому уже сейчас мы собрали для вас руководство по подготовке документации в рамках осуществления производственного экологического контроля И это только начало В новом подписном периоде вас ждут тематические спецвыпуски и буклеты новые актуальные вебинары и ежегодные традиционные мероприятия Воспользуйтесь бесплатной консультацией наших экспертов на сайте  Пришлите вопрос в редакцию и вы получите ответ на страницах журнала в рубрике «Ответ специалиста» Спрашивайте брошюру в отделе подписки Подписчикам журнала брошюра достанется в   ;ecoindustryru;1;Загрязнение окружающей среды
424;424;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;Добрый день Подскажите необходимо ли все таки заключать договор с единым региональным оператором на ТКО Если организация имеет лицензию на транспортировку сбор утилизацию то можно ей сдавать ТКО Заранее спасибо;ecoindustryru;1;Новости,обращения,ответы правительства
425;425;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;"Письмо Росприроднадзора от  № АА--- ""О недопустимости в одностороннем порядке исключения из лицензии отдельных видов работ и (или) отходов"" -";ecoindustryru;1;Новости,обращения,ответы правительства
426;426;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;Вступил в силу Федеральный закон от  № -ФЗ Росприроднадзор обращает внимание что  вступил в силу Федеральный закон от  № -ФЗ «О внесении изменений в статью  Федерального закона «Об экологической экспертизе» и Федеральный закон «О внесении изменений в Федеральный закон «Об охране окружающей среды» и отдельные законодательные акты Российской Федерации» Законом сокращен срок проведения государственной экологической экспертизы с -х до -х месяцев уточнены объекты государственной экологической экспертизы Пунктом  статьи  Закона урегулированы отдельные пробелы связанные с введением с  января  года дифференцированной системы нормирования в зависимости от категории объекта оказывающего негативное воздействие на окружающую среду Также Законом установлено разрешения на выброс загрязняющих веществ в атмосферный воздух лимиты на выбросы загрязняющих веществ разрешения на сброс загрязняющих веществ в окружающую среду лимиты на сбросы загрязняющих веществ нормативы образования отходов и лимиты на их размещение (далее – разрешения и документы) полученные лицами осуществляющими деятельность на объектах оказывающих негативное воздействие на окружающую среду и относящихся к объектам  и  категорий до  января  года действуют до дня истечения срока действия таких разрешений и документов либо до дня получения комплексного экологического разрешения (далее – КЭР) или представления декларации о воздействии на окружающую среду (далее – Декларация) в течение срока действия таких разрешений и документов в период с  января  года до получения КЭР возможность выдачи или переоформления разрешений и документов Такие разрешения и документы действуют до дня получения КЭР Разрешения и документы будут выдаваться и переоформляться до  января  года Для лиц осуществляющих деятельность на объектах  категории вводится обязанность представить Декларацию в соответствующий орган не позднее дня истечения срока действия хотя бы одного из разрешений и документов --;ecoindustryru;1;Новости,обращения,ответы правительства
427;427;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Поводок намордник совок и билет в автобус как правильно выгуливать и перевозить животных;club142440638;2;Активизм
428;428;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;К предыдущему посту - спасибо за оперативность Всё убрано Уважаемые жители сообщайте о мусорных проблемах в нашей группе Ваши сигналы замечают Работает #Щельяюр #Коми #мусоруНет;club142440638;2;Активизм
429;429;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Уважаемая администрация пЩельяюр Зачем нам нужна такая мусорная реформа Почему население должно оплачивать услуги которые не оказываются Улица Рабочая #Щельяюр #Коми #мусоруНет;club142440638;2;Загрязнение окружающей среды
430;430;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Эксперты выяснили чью кровь любят комары;club142440638;2;Загрязнение окружающей среды
431;431;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;Вопрос Участок грунтовой дороги Ижма- Диюр проехать очень сложно так как дорога разбита большегрузным транспортом Если не будут установлены ограничительные знаки для большегрузов то  участок дороги будет непроезжим Что нужно сделать чтобы дорожные службы обратили на это внимание Ответ Автомобильная дорога общего пользования регионального или межмуниципального значения Республики Коми Ираель  Ижма  Усть-Цильма на участке км  - км  между с Ижма и д Диюр имеет переходный тип покрытия Важной особенностью автодорог имеющих переходный и грунтовый типы покрытия является потеря несущей способности в осенне-весенний периоды в результате переувлажнения конструктивных слоев дорожной одежды В настоящее время проезжее состояние данного участка обеспечено С целью сохранения автодорог в весенне-осенний периоды Министерством строительства и дорожного хозяйства Республики Коми ежегодно вводятся временные ограничения движения транспортных средств по автомобильным дорогам общего пользования регионального или межмуниципального значения Республики Коми В соответствии с Федеральным законом от  ноября  года №-ФЗ «Об автомобильных дорогах и о дорожной деятельности в Российской Федерации и о внесении изменений в отдельные законодательные акты Российской Федерации» Федеральным законом от  декабря  года №-ФЗ «Об организации дорожного движения в Российской Федерации и о внесении изменений в отдельные законодательные акты Российской Федерации» Постановлением Правительства Республики Коми от  апреля  года № «Об утверждении порядка осуществления временных ограничения или прекращения движения транспортных средств по автомобильным дорогам регионального или межмуниципального местного значения» подпунктом  пункта  раздела  Положения о Министерстве строительства и дорожного хозяйства Республики Коми утвержденного Постановлением Правительства Республики Коми от  № в связи с переувлажнением конструктивных элементов автомобильных дорог приказом Министерства строительства и дорожного хозяйства Республики Коми №-ОД «О введении временного ограничения движения транспортных средств по автомобильным дорогам общего пользования регионального или межмуниципального значения Республики Коми» от  г введено временное ограничения движения транспортных средств по автомобильным дорогам общего пользования регионального или межмуниципального значения Республики Коми в весенний период  года СРОКИ ДЕЙСТВИЯ ОГРАНИЧЕНИЯ ДВИЖЕНИЯ ПО АВТОМОБИЛЬНОЙ ДОРОГЕ ИРАЁЛЬ-ИЖМА - УСТЬ-ЦИЛЬМА СОГЛАСНО ПРИЛОЖЕНИЮ К ПРИКАЗУ С  МАЯ  ГОДА ПО  ИЮНЯ  ГОДА Дополнительно информируем Вас что в случае ухудшения состояния автодороги до начала срока действия ограничения оно будет введено подрядной организацией в соответствии с п  Постановления Правительства Республики Коми от  апреля  года № «Об утверждении порядка осуществления временных ограничения или прекращения движения транспортных средств по автомобильным дорогам регионального или межмуниципального местного значения» --;club142440638;2;Новости,обращения,ответы правительства
432;432;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;Вопрос Мусор как раньше собираем в селах говорят будут вывозить по реке и сколько это будет для нас стоить будем оплачивать все услуги у регионального оператора А может и не будут вывозить но платить заставят за всё Ответ Приказом Министерства энергетики жилищно-коммунального хозяйства и тарифов Республики Коми от  № -Т (в ред от ) на  год установлены предельные единые тарифы на услугу регионального оператора по обращению с твердыми коммунальными отходами (далее – ТКО) на территории Республики Коми – в период с  по  в размере  руб за  куб м – в период с  по  в размере  руб за  куб м Прирост тарифа в связи с повышением ставки НДС с % до % с  г составил % с  г - % с учетом установленных на федеральном и региональном уровнях ограничений роста платы граждан за коммунальные услуги При этом рост тарифа с  связан с необходимостью осуществления календарной разбивки по полугодиям а не с сезонностью вывоза ТКО Роста тарифов в иные периоды  года не предусмотрено По вопросу редкого вывоза ТКО без осуществления сторнирования платежей Министерством энергетики жилищно-коммунального хозяйства и тарифов Республики Коми направлены материалы в Службу Республики Коми строительного жилищного и технического надзора (контроля) ----;club142440638;2;Новости,обращения,ответы правительства
433;433;8.0;пожар, леса, огонь, поделиться, трава, река, гореть, петиция, остановиогонь, комментарий;Дорога зареченцев в мир в беде (((((;club142440638;2;Пожары
434;434;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;#Ледоход и #ледостав на реке #Ижма Гамская библиотека Ждём ледоход ;club142440638;2;Активизм
435;435;8.0;пожар, леса, огонь, поделиться, трава, река, гореть, петиция, остановиогонь, комментарий;ШИЕС Вы знаете что-то про станцию Шиес Здесь души людей проверяют на «вшивость» Южанин приехал за крупной зарплатой А местный от боли душевной заплакал Здесь люди стеной перед техникой встали И кто-то билеты купил на вокзале Чтоб ехать туда где сегодня творится Такой беспредел К нам желает столица Свой мусор возить а подземные воды Отравой наполнят всю землю за годы Леса и болота давали бруснику Морошку и клюкву грибы и чернику На Севере жить нелегко человеку Мы рыбу ловили в озёрах и реках Вблизи водоёмов дома возводили И родиной милой свободной гордились Но вот наступает на Север как тать Огромная сила чтоб земли отнять И это не враг чужеземный – дельцы У них много денег и власть и дворцы Их дети прекрасно живут за границей А нашим от рака сгнивать по больницам Дышать вместо воздуха мерзкой отравой Опасными станут и воды и травы Сулят миллиарды… За жизни поморов А что получаем-то кроме поборов У нас забирают бокситы алмазы И нефть газ и рыбу Взамен что Заразу Болезни мученье и ранние смерти… Внушают «Да всё безопасно поверьте» Для вас полигон безопасен Мы верим На Севере вымрут и люди и звери Бульдозеры едут летят вертолёты И мчат самосвалы – там столько работы Ещё там аресты Защитников судят А вы на чью сторону встанете люди Апрель  г Елена Соломбальская Архангельск Фото с интернета;club142440638;2;Пожары
436;436;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Республика Коми в аутсайдерах среди регионов России по росту и убыли населения;club142440638;2;Загрязнение окружающей среды
437;437;8.0;пожар, леса, огонь, поделиться, трава, река, гореть, петиция, остановиогонь, комментарий;"С вербным воскресением Символом праздника считается веточка вербы Их освещают приносят в дом и ставят около икон Освещенные веточки хранят около икон круглый год а потом сжигают Ни в коем случае нельзя их просто выбрасывать Если верба пустила корни то можно высадить ее но где-нибудь подальше от дома Верба считается символом здоровья и роста Поэтому испокон веков существует традиция прихлопывать веточкой вербы детей приговаривая ""Верба сечи верба сечи верба на здоровье"" ""Берба лачк ме ог лачкы""(коми)";club142440638;2;Пожары
438;438;5.0;вещество, объект, выброс, окружающий, среда, загрязнять, вредный, воздух, метр, воздействие;Гидрохимические физико-химические показатели подземных вод в районе куста скважин № на Красноборском болоте;club142440638;2;Выбросы
439;439;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;;club142440638;2;Загрязнение окружающей среды
440;440;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Проектируемый объект находится на расстоянии  км от крайних домов по Школьному переулку с Краснобор;club142440638;2;Активизм
441;441;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Посмотрите что происходит во время пала травы Включите голову губители Скоро во всех регионах страны Репост;club142440638;2;Загрязнение окружающей среды
442;442;4.0;отход, добровольный, обращение, дать, который, статья, правило, федеральный, случай, закон;"Компания «Лукойл-Коми» продолжает расширять свою производственную деятельность на близлежащих территориях поселений Щельяюр Краснобор Флора фауна да и экология в целом меняются не в лучшую сторону Можно привести пример Красноборского болота где традиционно жители поселений Щельяюр Диюр Краснобор занимались сбором дикоросов Сегодня на территории этого болота мы видим отсыпанные дороги площадки со скважинами и загрязнение всего болота И такая картина наблюдается на всех участках ведения деятельности «Лукойл-Коми» Представители этой компании любят напоминать нам местным жителям какие блага они несут жителям Ижемского района по так называемому партнёрскому соглашению Да какие-то средства выделяются но размер средств и куда они расходуются покрыты тайной Почему исполнительная власть района скрывает эту информацию от жителей Ижемского района и кулуарно решает куда и как распоряжаться этими средствами Конституция нашего государства определяет что единственным источником власти в стране является её многонациональный народ На самом деле исполнительная власть народ воспринимает как некий электорат который необходим для проведения процедур выборов чтобы официально обличить себя этой властью от лица народа Перед каждыми выборами кормит народ обещаниями и ""строит"" больницы садики дома культуры Мы жители поселений Краснобор и Щельяюр не хотим чтобы нас и дальше обманывали и считаем что партнёрские соглашения предполагающие финансовые вложения добывающей компанией в благоустройство поселений должны заключаться непосредственно с поселениями на территории которых ведётся производственная деятельность и наносится ущерб экологии Только в случае заключения прямых партнёрских соглашений с поселениями Щельяюр Краснобор мы готовы рассматривать вопросы по согласованию дальнейшей деятельности компании «Лукойл – Коми» на данных территориях Уважаемые участники группы Предлагаем вам принять участие в онлайн – голосовании с целью получения объективной информации ПАРТНЕРСКИЕ СОГЛАШЕНИЯ ДОЛЖНЫ ЗАКЛЮЧАТЬСЯ НЕПОСРЕДСТВЕННО МЕЖДУ КОМПАНИЕЙ ""ЛУКОЙЛ-КОМИ"" И ПОСЕЛЕНИЯМИ ЩЕЛЬЯЮР КРАСНОБОР";club142440638;2;Новости,обращения,ответы правительства
443;443;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Час для планеты  Сегодня во всём мире проводится самая массовая экологическая акция — Час Земли Чтобы поучаствовать в ней надо всего лишь с  до  выключить свет у себя дома Ежегодная акция «Час Земли» проводимая Всемирным фондом дикой природы () организуется в России уже  лет Вопреки распространенному мнению она не направлена на сохранение электричества Цель акции — напомнить людям об ответственности В этот раз тема российского Часа Земли — «Ответь за природу» организаторы хотят привлечь внимание к проблемам лесов рек и редких животных;club142440638;2;Активизм
444;444;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Сегодня  марта во всем мире отмечается Международный день лесов  Проблема сохранения леса и его богатств стоит сегодня в ряду важнейших экологических задач для всех стран мира Леса – легкие нашей планеты они имеют неоценимое экологическое социальное и экономическое значение – участвуют в формировании климата планеты обеспечивают кислородом перерабатывают вредные выбросы сохраняют водные ресурсы являются средой обитания множества растений и животных обеспечивают пищу и здоровую среду для людей помогают сохранить плодородность почв и ландшафты… Берегите лес;club142440638;2;Активизм
445;445;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Друзья с праздником Каждый человек хоть когда-нибудь да и сталкивался с экологическими проблемами и ощутил на себе вред который человечество наносит природе Человек мусорит жжет траву на полях уничтожает деревья предпочитает одноразовое и удобное долговечному и требующему уходу не бережет то что ему дано как дано всему живому в мире А потом человек недоумевает почему жить становится не здОрово и не здорОво Но есть и другой путь Да он требует большей осознанности и работы над своими привычками но он открыт для всех кто понимает зачем все это Сегодня мы говорим о том что каждый из нас может сделать для Земли на которой мы живем сегодня мы обращаемся ко всем землянам с просьбой услышать проблему и помочь ее решению Сегодня День Земли С праздником;club142440638;2;Активизм
446;446;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;"""Лента"" организовала совместный проект с компанией «» по приему от населения использованных батареек которые будут отправляться на Челябинский перерабатывающий завод «Мегаполисресурс» В гипермаркетах «Лента» при входе в торговый зал стоят контейнеры Ответы на частые вопросы по поводу этого проекта ) ваше участие в федеральной акции на какой срок планируется – Наша совместная акция с компанией  носит долговременный характер завершать акцию на данный момент мы не планируем а только расширять географию ее проведения ) возможно ли от вас получить в будущем скан документа подтверждающего  что партия собранных батареек была принята транспортирована и утилизировна на завод Ответ документы мы предоставить не можем так как они являются внутренними ) каким образом собранные батарейки будут транспортированы на завод по переработке в Челябинске Ответ батарейки вывозятся курьерами – представителями перерабатывающего завода и направляется на переработку на завод ) где гарантия что собранные батарейки не напрявятся на полигон а акция организована как имиджевый проект  направленный на увеличение лояльности покупателей Ответ компания «Лента» тщательно следит за тем чтобы все условия совместного проекта с компанией «» выполнялись и собранные батарейки были переработаны в соответствии со всеми требованиями «Мегаполисресурс» в свою очередь использует батарейки как сырьё и гарантирует нам что батарейки перерабатываются )есть ли ограничение по объёму приема батареек) Например экоактивист из Ижмы собрал батареек  бутылки по  литров можно ли их привезти ответ Конечно можно Ответы на вопросы дал Гущин Леонид Главный инженер Служба эксплуатации и обслуживания  Лента-";club142440638;2;Пластик
447;447;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий; МАРТА - ВСЕМИРНЫЙ ДЕНЬ ДИКОЙ ПРИРОДЫ;club142440638;2;Активизм
448;448;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;д Диюр Ижемского района против завоза московского мусора на наш север;club142440638;2;Пластик
449;449;3.0;фото, делиться, фотография, страница, часземля, ответьзаприрода, ваш, выбрать, автор_фото, хэштег;Немного поэзии Н Рочев (Щельяюр) Фотографии с его страницы в Одноклассниках;club142440638;2;Фотографии
450;450;8.0;пожар, леса, огонь, поделиться, трава, река, гореть, петиция, остановиогонь, комментарий;Госдума рассматривает закон о сборе грибов ягод и дикорастущих трав Летом любителей даров леса ждут новые сюрпризы -;club142440638;2;Пожары
451;451;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Немного юмора ;club142440638;2;Загрязнение окружающей среды
452;452;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Без комментария нет слов ((((((;club142440638;2;Пластик
453;453;8.0;пожар, леса, огонь, поделиться, трава, река, гореть, петиция, остановиогонь, комментарий;  В публикации от  г средняя зарплата -  тысруб в публикации от  г средний доход -  тысруб;club142440638;2;Пожары
454;454;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;"Такая картина наблюдается практически во всех многоквартирных домах наших городов Это сколько бумаги (деревьев) каждый день уничтожается ""в корзину"" Сегодня вся рекламная информация есть в свободном доступе в сетях интернета зачем так бездумно уничтожать ""легкие"" нашей планеты";club142440638;2;Пластик
455;455;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;В России вырубленный лес обязали восстанавливать в течение года С  января  года вступил в силу федеральный закон «О компенсационном лесовосстановлении» Каждый вырубленный гектар леса должен быть засажен молодыми деревьями В  году в России отменили плату за потери лесного хозяйства в то время как до этого компенсировали «выбытие лесов» независимо от причин вырубки К  году лесные площади вырубленные в стране под недропользование строительство дорог а также трубопроводы и газопроводы уже превышали  тысяч гектаров без каких бы то ни было обязательств по лесовосстановлению По сути это безвозвратная потеря леса сообщает «Российская газета» со ссылкой на Рослесхоз Новый закон должен решить эту проблему С  января  года при разработке месторождений строительстве и укладке других инженерных объектов нужно обязательно проводить компенсационные посадки Восстанавливать леса закон теперь обязывает и при переводе земель в другую категорию Причем высаживать деревья на месте рубок лесопользователь должен в течение года - Предполагается что расходы лесопользователей на проведение компенсационных посадок составят  миллионов рублей ежегодно Новый закон должен привести к появлению рынка услуг по лесовосстановлению а это в свою очередь повлияет на объемы и качество работ За соблюдением новых требований будут следить исполнительные власти в регионах а также Рослесхоз - поясняют в пресс-службе лесного ведомства;club142440638;2;Загрязнение окружающей среды
